Id,source,latitude,longitude,region,country,admin1,localityName,localityQuality,observationDate,reportingDate,status,disease,serotypes,speciesDescription,sumAtRisk,sumCases,sumDeaths,sumDestroyed,sumSlaughtered,humansGenderDesc,humansAge,humansAffected,humansDeaths
127308,National authorities,28.5591667,107.4408333,Asia,China,Guizhou Sheng,Fengyi,Unknown,17/02/2008,25/02/2008,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,3993,3993,,,,,,
127224,National authorities,29.638,90.956,Asia,China,Xizang Zizhiqu,Se Ma,Exact,06/02/2008,17/02/2008,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",7698,180,132,7566,,,,,
126962,OIE,29.276,91.089,Asia,China,Xizang Zizhiqu,Jiedexu,Exact,21/01/2008,21/01/2008,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",14080,1000,1000,13080,,,,,
126036,National authorities,42.933,89.1666,Asia,China,Xinjiang Uygur Zizhiqu,Putao,Unknown,29/12/2007,29/12/2007,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,4850,4850,29383,0,,,,
125525,National authorities,33.0,120.0,Asia,China,Jiangsu Sheng,Kiangsu,Unknown,03/12/2007,03/12/2007,Confirmed,Influenza - Avian,H5N1 HPAI,,,,,,,,,1,1
125436,National authorities,33.0,120.0,Asia,China,Jiangsu Sheng,Kiangsu,Unknown,24/11/2007,24/11/2007,Confirmed,Influenza - Avian,H5N1 HPAI,,,,,,,,,1,1
124658,National authorities,22.933,113.3497,Asia,China,Guangdong Sheng,Sixian,Unknown,05/09/2007,05/09/2007,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, duck",,9830,9830,,,,,,
122504,National authorities,26.0,118.0,Asia,China,Fujian Sheng,Fu-chien,Unknown,23/05/2007,23/05/2007,Confirmed,Influenza - Avian,H5N1 HPAI,,,,,,,,,1,
122208,National authorities,28.518,112.144,Asia,China,Hunan Sheng,Shipijing,Exact,12/05/2007,21/05/2007,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",20800,12480,11172,,,,,,
120992,National authorities,32.94083,117.36083,Asia,China,Anhui Sheng,Bengbu (Anhui),Unknown,29/03/2007,29/03/2007,Confirmed,Influenza - Avian,H5N1 HPAI,,,,,,,,,1,1
117134,National authorities,27.0469,118.3252,Asia,China,Fujian Sheng,Jian Ou,Unknown,14/03/2007,14/03/2007,Confirmed,Influenza - Avian,H5N1 HPAI,"wild, magpie, wild, corn crake, wild, hawk",,3,3,,,,,,
117128,National authorities,27.04694,118.32528,Asia,China,Fujian Sheng,Jian Ou (China),Unknown,14/03/2007,14/03/2007,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, duck, domestic, chicken",,2,,,,,,,
116996,OIE,29.6499,91.0999,Asia,China,Xizang Zizhiqu,Changguan,Unknown,06/03/2007,06/03/2007,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",7670,680,680,6990,,,,,
113663,OIE,38.46667,106.31667,Asia,China,Ningxia Huizu Zizhiqu,Yinchuan,Unknown,20/09/2006,06/10/2006,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",72930,1000,1000,72930,,,,,
113489,OIE,40.64972,109.82,Asia,China,Nei Mongol Zizhiqu,Baotou city ,Unknown,27/09/2006,30/09/2006,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, duck, domestic, chicken",,985,985,,,,,,
112454,National authorities,28.256,112.986,Asia,China,Hunan Sheng,Kaifu,Exact,14/08/2006,17/08/2006,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, duck",217000,1805,1805,217000,,,,,
111716,National authorities,41.14972,80.25,Asia,China,Xinjiang Uygur Zizhiqu,Aksu,Unknown,19/07/2006,20/07/2006,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",356976,345,,356976,,,,,
111312,OIE,41.819828,121.993265,Asia,China,Liaoning Sheng,badaohao,Unknown,03/11/2005,04/11/2005,Confirmed,Influenza - Avian,H5N1 HPAI,"wild, unspecified bird, wild, magpie",,20,20,,,,,,
111290,National authorities,37.5,105.15,Asia,China,Ningxia Huizu Zizhiqu,Zhongwei,Unknown,26/06/2006,29/06/2006,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",581000,50300,6743,581000,,,,,
111260,OIE,30.473025,91.100999,Asia,China,Xizang Zizhiqu,Xizang Zizhiqu,Centroid Admin1,26/05/2006,26/06/2006,Confirmed,Influenza - Avian,H5N1 HPAI,"wild, unspecified bird",,57,57,,,,,,
111214,National authorities,36.117,112.879,Asia,China,Shanxi Sheng,Houjiazhuang,Exact,20/06/2006,20/06/2006,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,,,,,,,
111210,National authorities,36.16667,111.28306,Asia,China,Shanxi Sheng,Qianyishang,Unknown,20/06/2006,20/06/2006,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,,,,,,,
111206,National authorities,37.84472,112.78917,Asia,China,Shanxi Sheng,Dongchuang,Unknown,20/06/2006,20/06/2006,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,,,,,,,
111202,National authorities,36.414,113.392,Asia,China,Shanxi Sheng,Pei-liu,Exact,20/06/2006,20/06/2006,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,,,,,,,
111145,National authorities,37.0,112.0,Asia,China,Shanxi Sheng,Shansi,Unknown,17/06/2006,19/06/2006,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,,,,,,,
111141,National authorities,36.076,112.828,Asia,China,Shanxi Sheng,Shih-chia-chuang,Exact,17/06/2006,19/06/2006,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,2600,2400,,,,,,
111110,OIE,29.645554,91.140856,Asia,China,Xizang Zizhiqu,Lhassa,Unknown,26/05/2006,09/06/2006,Confirmed,Influenza - Avian,H5N1 HPAI,"wild, unspecified bird",,28,28,,,,,,
110833,National authorities,37.09972,79.92694,Asia,China,Xinjiang Uygur Zizhiqu,Hotien,Unknown,04/06/2006,07/06/2006,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",437,,200,,,,,,
110235,National authorities,31.482312,92.056796,Asia,China,Xizang Zizhiqu,Nagqu,Unknown,21/05/2006,24/05/2006,Confirmed,Influenza - Avian,H5N1 HPAI,"wild, bar-headed goose, wild, duck, wild, crow, wild, hawk, wild, crane, wild, unspecified bird",,460,460,,,,,,
110231,National authorities,34.4774096,100.2420896,Asia,China,Qinghai Sheng,Ngolog Tibetan Autonomous District,Unknown,21/05/2006,24/05/2006,Confirmed,Influenza - Avian,H5N1 HPAI,"wild, bar-headed goose, wild, gull, wild, ruddy shelduck, wild, grebe, wild, owl, wild, crane, wild, cormorant, wild, vulture, wild, condur",,285,285,,,,,,
109479,National authorities,33.01667,96.73306,Asia,China,Qinghai Sheng,Yu-shu Hsien,Unknown,23/04/2006,01/05/2006,Confirmed,Influenza - Avian,H5N1 HPAI,"wild, bar-headed goose, wild, gull, wild, ruddy shelduck, wild, tern, wild, grebe, wild, egret, wild, goosander, wild, casmerodiu",,423,423,,,,,,
109027,OIE,41.119998,122.070715,Asia,China,Liaoning Sheng,Panjin Shi,Unknown,13/04/2006,20/04/2006,Confirmed,Influenza - Avian,H5N1 HPAI,"wild, magpie",,1,1,,,,,,
109023,OIE,41.095123,121.12701,Asia,China,Liaoning Sheng,Jinzhou,Unknown,13/04/2006,20/04/2006,Confirmed,Influenza - Avian,H5N1 HPAI,"wild, magpie",,1,1,,,,,,
105561,National authorities,32.629,116.265,Asia,China,Anhui Sheng,Jitai,Exact,22/02/2006,25/02/2006,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,13,13,200,,,,,
105196,National authorities,32.63306,116.25,Asia,China,Anhui Sheng,Ying-shang Hsien,Unknown,25/02/2006,25/02/2006,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,13,,,,,,
104347,National authorities,37.85833,113.57667,Asia,China,Shanxi Sheng,Yangquan,Unknown,07/02/2006,07/02/2006,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,15000,15000,187745,,,,,
103745,National authorities,26.63306,106.79972,Asia,China,Guizhou Sheng,Wudang,Unknown,03/01/2006,10/01/2006,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",42000,16000,16000,42000,,,,,
103524,OIE,29.56667,106.58306,Asia,China,Chongqing Shi,Chongqing,Unknown,22/12/2005,05/01/2006,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,1800,1800,12900,,,,,
103065,OIE,26.91667,115.75,Asia,China,Jiangxi Sheng,Shangxi,Unknown,15/12/2005,15/12/2005,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, duck",,3100,1640,150065,,,,,
102396,National authorities,32.04,117.24,Asia,China,Anhui Sheng,Zongyang,Unknown,16/11/2005,16/11/2005,Confirmed,Influenza - Avian,H5N1 HPAI,,,,,,,,,1,1
102392,National authorities,27.39,111.53,Asia,China,Hunan Sheng,Xiangtan,Unknown,16/11/2005,16/11/2005,Confirmed,Influenza - Avian,H5N1 HPAI,,,,,,,,,1,
